year,week,matchup_id,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,winner,playoff_type,is_playoff,margin,winning_team_id,winning_team_name,winning_score,losing_team_id,losing_team_name,losing_score
2020,5,25,1,Clowntown Jabronis,JOOS,117.5,16,DeAndre WAPkins,8=D~,88.74,HOME,NONE,False,28.76,1,Clowntown Jabronis,117.5,16,DeAndre WAPkins,88.74
2020,5,26,5,Team Hodder,A$$,131.28,12,Team Ron Jones Pwns,JIM,117.26,HOME,NONE,False,14.02,5,Team Hodder,131.28,12,Team Ron Jones Pwns,117.26
2020,5,27,17,Vic top Max bottom,KUNt,119.2,9,Wet Ass Patrick!,WAP,135.8,AWAY,NONE,False,16.6,9,Wet Ass Patrick!,135.8,17,Vic top Max bottom,119.2
2020,5,28,11,The Twins,MRVP,89.66,13,Gotham City Ineffective Cop,GCC,98.84,AWAY,NONE,False,9.18,13,Gotham City Ineffective Cop,98.84,11,The Twins,89.66
2020,5,29,7,Team Curtis,CURT,101.62,15,Daniel Jones,fack,77.68,HOME,NONE,False,23.94,7,Team Curtis,101.62,15,Daniel Jones,77.68
2020,6,30,10,Fk it chuck it Game time shit,LYDE,114.42,9,Wet Ass Patrick!,WAP,98.22,HOME,NONE,False,16.2,10,Fk it chuck it Game time shit,114.42,9,Wet Ass Patrick!,98.22
2020,6,31,16,DeAndre WAPkins,8=D~,85.12,13,Gotham City Ineffective Cop,GCC,102.44,AWAY,NONE,False,17.32,13,Gotham City Ineffective Cop,102.44,16,DeAndre WAPkins,85.12
2020,6,32,12,Team Ron Jones Pwns,JIM,172.2,15,Daniel Jones,fack,94.06,HOME,NONE,False,78.14,12,Team Ron Jones Pwns,172.2,15,Daniel Jones,94.06
2020,6,33,5,Team Hodder,A$$,54.54,7,Team Curtis,CURT,97.98,AWAY,NONE,False,43.44,7,Team Curtis,97.98,5,Team Hodder,54.54
2020,6,34,1,Clowntown Jabronis,JOOS,98.44,11,The Twins,MRVP,72.48,HOME,NONE,False,25.96,1,Clowntown Jabronis,98.44,11,The Twins,72.48
2020,6,35,14,Max Top Vic Bottom,GOLA,68.22,17,Vic top Max bottom,KUNt,133.0,AWAY,NONE,False,64.78,17,Vic top Max bottom,133.0,14,Max Top Vic Bottom,68.22
2020,7,36,9,Wet Ass Patrick!,WAP,108.94,16,DeAndre WAPkins,8=D~,106.96,HOME,NONE,False,1.98,9,Wet Ass Patrick!,108.94,16,DeAndre WAPkins,106.96
2020,7,37,13,Gotham City Ineffective Cop,GCC,132.72,12,Team Ron Jones Pwns,JIM,124.26,HOME,NONE,False,8.46,13,Gotham City Ineffective Cop,132.72,12,Team Ron Jones Pwns,124.26
2020,7,38,15,Daniel Jones,fack,148.68,5,Team Hodder,A$$,102.02,HOME,NONE,False,46.66,15,Daniel Jones,148.68,5,Team Hodder,102.02
2020,7,39,7,Team Curtis,CURT,101.58,1,Clowntown Jabronis,JOOS,59.72,HOME,NONE,False,41.86,7,Team Curtis,101.58,1,Clowntown Jabronis,59.72
2020,7,40,11,The Twins,MRVP,118.16,14,Max Top Vic Bottom,GOLA,76.36,HOME,NONE,False,41.8,11,The Twins,118.16,14,Max Top Vic Bottom,76.36
2020,7,41,17,Vic top Max bottom,KUNt,70.3,10,Fk it chuck it Game time shit,LYDE,117.6,AWAY,NONE,False,47.3,10,Fk it chuck it Game time shit,117.6,17,Vic top Max bottom,70.3
2020,8,42,12,Team Ron Jones Pwns,JIM,78.36,9,Wet Ass Patrick!,WAP,96.04,AWAY,NONE,False,17.68,9,Wet Ass Patrick!,96.04,12,Team Ron Jones Pwns,78.36
2020,8,43,5,Team Hodder,A$$,112.64,13,Gotham City Ineffective Cop,GCC,96.24,HOME,NONE,False,16.4,5,Team Hodder,112.64,13,Gotham City Ineffective Cop,96.24
2020,8,44,1,Clowntown Jabronis,JOOS,116.32,15,Daniel Jones,fack,98.22,HOME,NONE,False,18.1,1,Clowntown Jabronis,116.32,15,Daniel Jones,98.22
2020,8,45,14,Max Top Vic Bottom,GOLA,85.12,7,Team Curtis,CURT,98.16,AWAY,NONE,False,13.04,7,Team Curtis,98.16,14,Max Top Vic Bottom,85.12
2020,8,46,10,Fk it chuck it Game time shit,LYDE,98.0,11,The Twins,MRVP,99.76,AWAY,NONE,False,1.76,11,The Twins,99.76,10,Fk it chuck it Game time shit,98.0
2020,8,47,16,DeAndre WAPkins,8=D~,84.54,17,Vic top Max bottom,KUNt,122.64,AWAY,NONE,False,38.1,17,Vic top Max bottom,122.64,16,DeAndre WAPkins,84.54
2020,9,48,9,Wet Ass Patrick!,WAP,111.4,5,Team Hodder,A$$,99.8,HOME,NONE,False,11.6,9,Wet Ass Patrick!,111.4,5,Team Hodder,99.8
2020,9,49,13,Gotham City Ineffective Cop,GCC,111.16,1,Clowntown Jabronis,JOOS,116.1,AWAY,NONE,False,4.94,1,Clowntown Jabronis,116.1,13,Gotham City Ineffective Cop,111.16
2020,9,50,15,Daniel Jones,fack,96.94,14,Max Top Vic Bottom,GOLA,48.34,HOME,NONE,False,48.6,15,Daniel Jones,96.94,14,Max Top Vic Bottom,48.34
2020,9,51,7,Team Curtis,CURT,138.5,10,Fk it chuck it Game time shit,LYDE,135.42,HOME,NONE,False,3.08,7,Team Curtis,138.5,10,Fk it chuck it Game time shit,135.42
2020,9,52,11,The Twins,MRVP,93.06,16,DeAndre WAPkins,8=D~,82.6,HOME,NONE,False,10.46,11,The Twins,93.06,16,DeAndre WAPkins,82.6
2020,9,53,17,Vic top Max bottom,KUNt,101.08,12,Team Ron Jones Pwns,JIM,64.04,HOME,NONE,False,37.04,17,Vic top Max bottom,101.08,12,Team Ron Jones Pwns,64.04
2020,10,54,1,Clowntown Jabronis,JOOS,96.46,9,Wet Ass Patrick!,WAP,119.5,AWAY,NONE,False,23.04,9,Wet Ass Patrick!,119.5,1,Clowntown Jabronis,96.46
2020,10,55,14,Max Top Vic Bottom,GOLA,74.92,13,Gotham City Ineffective Cop,GCC,106.94,AWAY,NONE,False,32.02,13,Gotham City Ineffective Cop,106.94,14,Max Top Vic Bottom,74.92
2020,10,56,10,Fk it chuck it Game time shit,LYDE,73.48,15,Daniel Jones,fack,100.38,AWAY,NONE,False,26.9,15,Daniel Jones,100.38,10,Fk it chuck it Game time shit,73.48
2020,10,57,16,DeAndre WAPkins,8=D~,103.88,7,Team Curtis,CURT,103.06,HOME,NONE,False,0.82,16,DeAndre WAPkins,103.88,7,Team Curtis,103.06
2020,10,58,12,Team Ron Jones Pwns,JIM,86.32,11,The Twins,MRVP,102.74,AWAY,NONE,False,16.42,11,The Twins,102.74,12,Team Ron Jones Pwns,86.32
2020,10,59,5,Team Hodder,A$$,68.62,17,Vic top Max bottom,KUNt,83.86,AWAY,NONE,False,15.24,17,Vic top Max bottom,83.86,5,Team Hodder,68.62
2020,11,60,9,Wet Ass Patrick!,WAP,116.42,14,Max Top Vic Bottom,GOLA,99.9,HOME,NONE,False,16.52,9,Wet Ass Patrick!,116.42,14,Max Top Vic Bottom,99.9
2020,11,61,13,Gotham City Ineffective Cop,GCC,88.48,10,Fk it chuck it Game time shit,LYDE,121.44,AWAY,NONE,False,32.96,10,Fk it chuck it Game time shit,121.44,13,Gotham City Ineffective Cop,88.48
2020,11,62,15,Daniel Jones,fack,103.94,16,DeAndre WAPkins,8=D~,79.7,HOME,NONE,False,24.24,15,Daniel Jones,103.94,16,DeAndre WAPkins,79.7
2020,11,63,7,Team Curtis,CURT,133.86,12,Team Ron Jones Pwns,JIM,119.36,HOME,NONE,False,14.5,7,Team Curtis,133.86,12,Team Ron Jones Pwns,119.36
2020,11,64,11,The Twins,MRVP,77.48,5,Team Hodder,A$$,122.98,AWAY,NONE,False,45.5,5,Team Hodder,122.98,11,The Twins,77.48
2020,11,65,17,Vic top Max bottom,KUNt,110.52,1,Clowntown Jabronis,JOOS,107.54,HOME,NONE,False,2.98,17,Vic top Max bottom,110.52,1,Clowntown Jabronis,107.54
2020,12,66,9,Wet Ass Patrick!,WAP,60.2,10,Fk it chuck it Game time shit,LYDE,173.32,AWAY,NONE,False,113.12,10,Fk it chuck it Game time shit,173.32,9,Wet Ass Patrick!,60.2
2020,12,67,13,Gotham City Ineffective Cop,GCC,78.9,16,DeAndre WAPkins,8=D~,74.5,HOME,NONE,False,4.4,13,Gotham City Ineffective Cop,78.9,16,DeAndre WAPkins,74.5
2020,12,68,15,Daniel Jones,fack,103.14,12,Team Ron Jones Pwns,JIM,158.82,AWAY,NONE,False,55.68,12,Team Ron Jones Pwns,158.82,15,Daniel Jones,103.14
2020,12,69,7,Team Curtis,CURT,91.48,5,Team Hodder,A$$,128.7,AWAY,NONE,False,37.22,5,Team Hodder,128.7,7,Team Curtis,91.48
2020,12,70,11,The Twins,MRVP,104.1,1,Clowntown Jabronis,JOOS,56.06,HOME,NONE,False,48.04,11,The Twins,104.1,1,Clowntown Jabronis,56.06
2020,12,71,17,Vic top Max bottom,KUNt,151.48,14,Max Top Vic Bottom,GOLA,93.3,HOME,NONE,False,58.18,17,Vic top Max bottom,151.48,14,Max Top Vic Bottom,93.3
2020,13,72,16,DeAndre WAPkins,8=D~,80.24,9,Wet Ass Patrick!,WAP,100.02,AWAY,NONE,False,19.78,9,Wet Ass Patrick!,100.02,16,DeAndre WAPkins,80.24
2020,13,73,12,Team Ron Jones Pwns,JIM,88.24,13,Gotham City Ineffective Cop,GCC,118.8,AWAY,NONE,False,30.56,13,Gotham City Ineffective Cop,118.8,12,Team Ron Jones Pwns,88.24
2020,13,74,5,Team Hodder,A$$,90.52,15,Daniel Jones,fack,108.46,AWAY,NONE,False,17.94,15,Daniel Jones,108.46,5,Team Hodder,90.52
2020,13,75,1,Clowntown Jabronis,JOOS,138.68,7,Team Curtis,CURT,89.9,HOME,NONE,False,48.78,1,Clowntown Jabronis,138.68,7,Team Curtis,89.9
2020,13,76,14,Max Top Vic Bottom,GOLA,77.76,11,The Twins,MRVP,94.88,AWAY,NONE,False,17.12,11,The Twins,94.88,14,Max Top Vic Bottom,77.76
2020,13,77,10,Fk it chuck it Game time shit,LYDE,95.98,17,Vic top Max bottom,KUNt,97.72,AWAY,NONE,False,1.74,17,Vic top Max bottom,97.72,10,Fk it chuck it Game time shit,95.98
2020,14,78,9,Wet Ass Patrick!,WAP,143.2,15,Daniel Jones,fack,79.82,HOME,WINNERS_BRACKET,True,63.38,9,Wet Ass Patrick!,143.2,15,Daniel Jones,79.82
2020,14,79,17,Vic top Max bottom,KUNt,100.52,13,Gotham City Ineffective Cop,GCC,135.16,AWAY,WINNERS_BRACKET,True,34.64,13,Gotham City Ineffective Cop,135.16,17,Vic top Max bottom,100.52
2020,14,80,7,Team Curtis,CURT,98.02,11,The Twins,MRVP,104.14,AWAY,WINNERS_BRACKET,True,6.12,11,The Twins,104.14,7,Team Curtis,98.02
2020,14,81,10,Fk it chuck it Game time shit,LYDE,124.08,1,Clowntown Jabronis,JOOS,133.62,AWAY,WINNERS_BRACKET,True,9.54,1,Clowntown Jabronis,133.62,10,Fk it chuck it Game time shit,124.08
2020,14,82,5,Team Hodder,A$$,117.84,12,Team Ron Jones Pwns,JIM,102.56,HOME,LOSERS_CONSOLATION_LADDER,True,15.28,5,Team Hodder,117.84,12,Team Ron Jones Pwns,102.56
2020,14,83,16,DeAndre WAPkins,8=D~,62.14,14,Max Top Vic Bottom,GOLA,89.76,AWAY,LOSERS_CONSOLATION_LADDER,True,27.62,14,Max Top Vic Bottom,89.76,16,DeAndre WAPkins,62.14
2020,15,84,9,Wet Ass Patrick!,WAP,112.62,13,Gotham City Ineffective Cop,GCC,131.52,AWAY,WINNERS_BRACKET,True,18.9,13,Gotham City Ineffective Cop,131.52,9,Wet Ass Patrick!,112.62
2020,15,85,11,The Twins,MRVP,78.3,1,Clowntown Jabronis,JOOS,131.72,AWAY,WINNERS_BRACKET,True,53.42,1,Clowntown Jabronis,131.72,11,The Twins,78.3
2020,15,86,10,Fk it chuck it Game time shit,LYDE,94.98,7,Team Curtis,CURT,117.06,AWAY,WINNERS_CONSOLATION_LADDER,True,22.08,7,Team Curtis,117.06,10,Fk it chuck it Game time shit,94.98
2020,15,87,17,Vic top Max bottom,KUNt,129.36,15,Daniel Jones,fack,132.06,AWAY,WINNERS_CONSOLATION_LADDER,True,2.7,15,Daniel Jones,132.06,17,Vic top Max bottom,129.36
2020,15,88,5,Team Hodder,A$$,120.34,14,Max Top Vic Bottom,GOLA,103.44,HOME,LOSERS_CONSOLATION_LADDER,True,16.9,5,Team Hodder,120.34,14,Max Top Vic Bottom,103.44
2020,15,89,12,Team Ron Jones Pwns,JIM,122.62,16,DeAndre WAPkins,8=D~,44.82,HOME,LOSERS_CONSOLATION_LADDER,True,77.8,12,Team Ron Jones Pwns,122.62,16,DeAndre WAPkins,44.82
2020,16,90,13,Gotham City Ineffective Cop,GCC,146.38,1,Clowntown Jabronis,JOOS,101.12,HOME,WINNERS_BRACKET,True,45.26,13,Gotham City Ineffective Cop,146.38,1,Clowntown Jabronis,101.12
2020,16,91,9,Wet Ass Patrick!,WAP,178.14,11,The Twins,MRVP,130.32,HOME,WINNERS_CONSOLATION_LADDER,True,47.82,9,Wet Ass Patrick!,178.14,11,The Twins,130.32
2020,16,92,7,Team Curtis,CURT,141.5,15,Daniel Jones,fack,78.22,HOME,WINNERS_CONSOLATION_LADDER,True,63.28,7,Team Curtis,141.5,15,Daniel Jones,78.22
2020,16,93,10,Fk it chuck it Game time shit,LYDE,61.1,17,Vic top Max bottom,KUNt,89.02,AWAY,WINNERS_CONSOLATION_LADDER,True,27.92,17,Vic top Max bottom,89.02,10,Fk it chuck it Game time shit,61.1
2020,16,94,5,Team Hodder,A$$,104.0,12,Team Ron Jones Pwns,JIM,136.26,AWAY,LOSERS_CONSOLATION_LADDER,True,32.26,12,Team Ron Jones Pwns,136.26,5,Team Hodder,104.0
2020,16,95,16,DeAndre WAPkins,8=D~,78.54,14,Max Top Vic Bottom,GOLA,108.44,AWAY,LOSERS_CONSOLATION_LADDER,True,29.9,14,Max Top Vic Bottom,108.44,16,DeAndre WAPkins,78.54
2021,1,1,16,Goff Teen Begs  4 Mooney Shot,8=D~,123.36,14,Max Top Vic Bottom,GOLA,96.9,HOME,NONE,False,26.46,16,Goff Teen Begs  4 Mooney Shot,123.36,14,Max Top Vic Bottom,96.9
2021,1,2,5,Team Hodder,A$$,85.2,1,Clowntown Jabronis,JOOS,100.16,AWAY,NONE,False,14.96,1,Clowntown Jabronis,100.16,5,Team Hodder,85.2
2021,1,3,12,Team Boink,JIM,120.58,10,Fk it chuck it Game time shit,LYDE,100.64,HOME,NONE,False,19.94,12,Team Boink,120.58,10,Fk it chuck it Game time shit,100.64
2021,1,4,15,Daniel Jones,fack,69.42,9,Avant Gardner,WAP,152.46,AWAY,NONE,False,83.04,9,Avant Gardner,152.46,15,Daniel Jones,69.42
2021,1,5,11,The Twins,MRVP,107.08,7,Team Curtis,CURT,139.44,AWAY,NONE,False,32.36,7,Team Curtis,139.44,11,The Twins,107.08
2021,1,6,17,im diggin that youngho,KUNt,124.02,13,Gotham City Ineffective Cop,GCC,85.92,HOME,NONE,False,38.1,17,im diggin that youngho,124.02,13,Gotham City Ineffective Cop,85.92
2021,2,7,14,Max Top Vic Bottom,GOLA,130.96,1,Clowntown Jabronis,JOOS,122.32,HOME,NONE,False,8.64,14,Max Top Vic Bottom,130.96,1,Clowntown Jabronis,122.32
2021,2,8,10,Fk it chuck it Game time shit,LYDE,125.54,16,Goff Teen Begs  4 Mooney Shot,8=D~,110.3,HOME,NONE,False,15.24,10,Fk it chuck it Game time shit,125.54,16,Goff Teen Begs  4 Mooney Shot,110.3
2021,2,9,12,Team Boink,JIM,106.92,5,Team Hodder,A$$,86.76,HOME,NONE,False,20.16,12,Team Boink,106.92,5,Team Hodder,86.76
2021,2,10,9,Avant Gardner,WAP,113.64,7,Team Curtis,CURT,110.42,HOME,NONE,False,3.22,9,Avant Gardner,113.64,7,Team Curtis,110.42
2021,2,11,13,Gotham City Ineffective Cop,GCC,101.9,15,Daniel Jones,fack,106.02,AWAY,NONE,False,4.12,15,Daniel Jones,106.02,13,Gotham City Ineffective Cop,101.9
2021,2,12,17,im diggin that youngho,KUNt,67.38,11,The Twins,MRVP,128.08,AWAY,NONE,False,60.7,11,The Twins,128.08,17,im diggin that youngho,67.38
2021,3,13,10,Fk it chuck it Game time shit,LYDE,104.08,14,Max Top Vic Bottom,GOLA,120.18,AWAY,NONE,False,16.1,14,Max Top Vic Bottom,120.18,10,Fk it chuck it Game time shit,104.08
2021,3,14,1,Clowntown Jabronis,JOOS,132.62,12,Team Boink,JIM,104.7,HOME,NONE,False,27.92,1,Clowntown Jabronis,132.62,12,Team Boink,104.7
2021,3,15,16,Goff Teen Begs  4 Mooney Shot,8=D~,82.04,5,Team Hodder,A$$,122.12,AWAY,NONE,False,40.08,5,Team Hodder,122.12,16,Goff Teen Begs  4 Mooney Shot,82.04
2021,3,16,13,Gotham City Ineffective Cop,GCC,116.54,9,Avant Gardner,WAP,97.48,HOME,NONE,False,19.06,13,Gotham City Ineffective Cop,116.54,9,Avant Gardner,97.48
2021,3,17,7,Team Curtis,CURT,109.22,17,im diggin that youngho,KUNt,52.72,HOME,NONE,False,56.5,7,Team Curtis,109.22,17,im diggin that youngho,52.72
2021,3,18,15,Daniel Jones,fack,150.44,11,The Twins,MRVP,111.48,HOME,NONE,False,38.96,15,Daniel Jones,150.44,11,The Twins,111.48
2021,4,19,14,Max Top Vic Bottom,GOLA,114.68,12,Team Boink,JIM,115.42,AWAY,NONE,False,0.74,12,Team Boink,115.42,14,Max Top Vic Bottom,114.68
2021,4,20,5,Team Hodder,A$$,84.92,10,Fk it chuck it Game time shit,LYDE,82.72,HOME,NONE,False,2.2,5,Team Hodder,84.92,10,Fk it chuck it Game time shit,82.72
2021,4,21,16,Goff Teen Begs  4 Mooney Shot,8=D~,122.52,1,Clowntown Jabronis,JOOS,140.66,AWAY,NONE,False,18.14,1,Clowntown Jabronis,140.66,16,Goff Teen Begs  4 Mooney Shot,122.52
2021,4,22,9,Avant Gardner,WAP,122.46,17,im diggin that youngho,KUNt,87.42,HOME,NONE,False,35.04,9,Avant Gardner,122.46,17,im diggin that youngho,87.42
2021,4,23,11,The Twins,MRVP,130.24,13,Gotham City Ineffective Cop,GCC,108.82,HOME,NONE,False,21.42,11,The Twins,130.24,13,Gotham City Ineffective Cop,108.82
2021,4,24,15,Daniel Jones,fack,115.08,7,Team Curtis,CURT,121.9,AWAY,NONE,False,6.82,7,Team Curtis,121.9,15,Daniel Jones,115.08
2021,5,25,5,Team Hodder,A$$,129.4,14,Max Top Vic Bottom,GOLA,178.18,AWAY,NONE,False,48.78,14,Max Top Vic Bottom,178.18,5,Team Hodder,129.4
2021,5,26,12,Team Boink,JIM,84.98,16,Goff Teen Begs  4 Mooney Shot,8=D~,160.96,AWAY,NONE,False,75.98,16,Goff Teen Begs  4 Mooney Shot,160.96,12,Team Boink,84.98
2021,5,27,10,Fk it chuck it Game time shit,LYDE,118.74,1,Clowntown Jabronis,JOOS,85.78,HOME,NONE,False,32.96,10,Fk it chuck it Game time shit,118.74,1,Clowntown Jabronis,85.78
2021,5,28,11,The Twins,MRVP,120.58,9,Avant Gardner,WAP,126.24,AWAY,NONE,False,5.66,9,Avant Gardner,126.24,11,The Twins,120.58
2021,5,29,17,im diggin that youngho,KUNt,141.68,15,Daniel Jones,fack,162.32,AWAY,NONE,False,20.64,15,Daniel Jones,162.32,17,im diggin that youngho,141.68
2021,5,30,13,Gotham City Ineffective Cop,GCC,67.76,7,Team Curtis,CURT,88.8,AWAY,NONE,False,21.04,7,Team Curtis,88.8,13,Gotham City Ineffective Cop,67.76
2021,6,31,14,Max Top Vic Bottom,GOLA,80.98,9,Avant Gardner,WAP,85.38,AWAY,NONE,False,4.4,9,Avant Gardner,85.38,14,Max Top Vic Bottom,80.98
2021,6,32,16,Goff Teen Begs  4 Mooney Shot,8=D~,101.96,15,Daniel Jones,fack,110.2,AWAY,NONE,False,8.24,15,Daniel Jones,110.2,16,Goff Teen Begs  4 Mooney Shot,101.96
2021,6,33,1,Clowntown Jabronis,JOOS,113.38,7,Team Curtis,CURT,141.84,AWAY,NONE,False,28.46,7,Team Curtis,141.84,1,Clowntown Jabronis,113.38
2021,6,34,10,Fk it chuck it Game time shit,LYDE,105.24,13,Gotham City Ineffective Cop,GCC,106.0,AWAY,NONE,False,0.76,13,Gotham City Ineffective Cop,106.0,10,Fk it chuck it Game time shit,105.24
2021,6,35,12,Team Boink,JIM,81.28,17,im diggin that youngho,KUNt,129.9,AWAY,NONE,False,48.62,17,im diggin that youngho,129.9,12,Team Boink,81.28
2021,6,36,5,Team Hodder,A$$,125.12,11,The Twins,MRVP,136.78,AWAY,NONE,False,11.66,11,The Twins,136.78,5,Team Hodder,125.12
2021,7,37,9,Avant Gardner,WAP,114.74,16,Goff Teen Begs  4 Mooney Shot,8=D~,96.94,HOME,NONE,False,17.8,9,Avant Gardner,114.74,16,Goff Teen Begs  4 Mooney Shot,96.94
2021,7,38,15,Daniel Jones,fack,127.52,1,Clowntown Jabronis,JOOS,109.24,HOME,NONE,False,18.28,15,Daniel Jones,127.52,1,Clowntown Jabronis,109.24
2021,7,39,7,Team Curtis,CURT,114.46,10,Fk it chuck it Game time shit,LYDE,81.44,HOME,NONE,False,33.02,7,Team Curtis,114.46,10,Fk it chuck it Game time shit,81.44
2021,7,40,13,Gotham City Ineffective Cop,GCC,83.66,12,Team Boink,JIM,79.44,HOME,NONE,False,4.22,13,Gotham City Ineffective Cop,83.66,12,Team Boink,79.44
2021,7,41,17,im diggin that youngho,KUNt,117.78,5,Team Hodder,A$$,99.72,HOME,NONE,False,18.06,17,im diggin that youngho,117.78,5,Team Hodder,99.72
2021,7,42,11,The Twins,MRVP,117.4,14,Max Top Vic Bottom,GOLA,95.78,HOME,NONE,False,21.62,11,The Twins,117.4,14,Max Top Vic Bottom,95.78
2021,8,43,1,Clowntown Jabronis,JOOS,90.8,9,Avant Gardner,WAP,109.3,AWAY,NONE,False,18.5,9,Avant Gardner,109.3,1,Clowntown Jabronis,90.8
2021,8,44,10,Fk it chuck it Game time shit,LYDE,108.56,15,Daniel Jones,fack,87.32,HOME,NONE,False,21.24,10,Fk it chuck it Game time shit,108.56,15,Daniel Jones,87.32
2021,8,45,12,Team Boink,JIM,129.94,7,Team Curtis,CURT,144.8,AWAY,NONE,False,14.86,7,Team Curtis,144.8,12,Team Boink,129.94
2021,8,46,5,Team Hodder,A$$,82.36,13,Gotham City Ineffective Cop,GCC,83.16,AWAY,NONE,False,0.8,13,Gotham City Ineffective Cop,83.16,5,Team Hodder,82.36
2021,8,47,14,Max Top Vic Bottom,GOLA,114.52,17,im diggin that youngho,KUNt,88.18,HOME,NONE,False,26.34,14,Max Top Vic Bottom,114.52,17,im diggin that youngho,88.18
2021,8,48,16,Goff Teen Begs  4 Mooney Shot,8=D~,74.56,11,The Twins,MRVP,111.9,AWAY,NONE,False,37.34,11,The Twins,111.9,16,Goff Teen Begs  4 Mooney Shot,74.56
2021,9,49,9,Avant Gardner,WAP,118.08,10,Fk it chuck it Game time shit,LYDE,58.68,HOME,NONE,False,59.4,9,Avant Gardner,118.08,10,Fk it chuck it Game time shit,58.68
2021,9,50,15,Daniel Jones,fack,102.54,12,Team Boink,JIM,85.34,HOME,NONE,False,17.2,15,Daniel Jones,102.54,12,Team Boink,85.34
2021,9,51,7,Team Curtis,CURT,64.36,5,Team Hodder,A$$,75.26,AWAY,NONE,False,10.9,5,Team Hodder,75.26,7,Team Curtis,64.36
2021,9,52,13,Gotham City Ineffective Cop,GCC,105.68,14,Max Top Vic Bottom,GOLA,97.24,HOME,NONE,False,8.44,13,Gotham City Ineffective Cop,105.68,14,Max Top Vic Bottom,97.24
